PID,Title of image,Temporal,Creator,Image caption,Full name and service number (from National Archives of Australia),Full name from embarkation roll (from Australian War Memorial) 2,NAA identifier,Embarkation ship (from Australian War Memorial) 2,Date of embarkation (from Australian War Memorial) 2,Provenance,Image number,Copyright statement,Conditions of use,Source,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to permananent portrait image
1378347,Portrait of Cyril N. Davies,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Full Member, C.T.A. of Qld.)","Cyril Nugent Davies, Service Number - 37785",Cyril Nugent Davies,NAA person ID: 21224,HMAT Port Sydney A15,5/11/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 6, 4 August 1917",Image number: 684723-v013n006-s0001-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 August 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464889
1378351,Portrait of T. Jewell,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Full Member, C.T.A. of Qld.)","Thomas Jewell, Service Number - 639",Thomas Jewell,NAA person ID: 232368,HMAT Shropshire A9,11/05/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 6, 4 August 1917",Image number: 684723-v013n006-s0001-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 August 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464890
1378355,Portrait of Private F.B. Lucas,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Pioneers. C.T.A. of Qld. Scholarship winner. Son of Mr F.S. Lucas, (C.T.A. of Qld.).","Frederick Bruce Lucas, Service Number - 3949",Frederick Bruce Lucas,NAA person ID: 341912,HMAT Hororata A20,13/06/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 6, 4 August 1917",Image number: 684723-v013n006-s0001-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 August 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464891
1378359,Portrait of Sergeant A.W. Butcher,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Headquarters Staff, France. On active service since 1915 in Egypt and France. Eldest son of Mr. W.S. Butcher, (C.T.A. of Qld.).","Albert William Butcher, Service Number - 4434",Albert William Butcher,NAA person ID: 107921,RMS Osterley,15/01/1916,"Photograph appears on page 33 of 'The Australasian Traveller', Vol. 13, No. 6, 4 August 1917",Image number: 684723-v013n006-s0033-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 August 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464892
1378363,Portrait of A.H. Ross,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Full Member, C.T.A. of Queensland).","Alexander Harold Ross, Service Number - 37339",Alexander Harold Ross,NAA person ID: 300911,HMAT Port Sydney A15,5/11/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 7, 1 September 1917",Image number: 684723-v013n007-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 1 September 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464893
1378367,Portrait of Gunner Douglas Watson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Full Member, C.T.A. of Queensland).","Douglas Watson, Service Number - 37793",Douglas Watson,NAA person ID: 26295,HMAT Port Sydney A15,5/11/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 7, 1 September 1917",Image number: 684723-v013n007-s0001-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 1 September 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464894
1378371,Portrait of Donald Odo H. Hopkins,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Dr. G.H. Hopkins, (Club Member, C.T.A. of Queensland).","Donald Herbert Odo Hopkins, Service Number - 2678",Donald Herbert Odo Hopkins,NAA person ID: 216881,HMAT Ceramic A40,7/10/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 8, 4 October 1917",Image number: 684723-v013n008-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464895
1378375,Portrait of Leslie Woods,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 4th Battalion. Son of Mr. Wm. Woods (Club Member, C.T.A. of Qld.).","Leslie George Woods, Service Number - 3252",Lionel George Woods,NAA person ID: 28083,HMAT Demosthenes A64,23/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 8, 4 October 1917",Image number: 684723-v013n008-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464896
1378379,Portrait of Harold F. Wylde-Ball,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): In camp, Enoggera, Queensland. Son of Mr. J. Wylde-Ball, (Club member, C.T.A. of Queensland).","Harold Frank Wylde-Ball, Service Number - 39330",Harold Frank Wylde-Ball,NAA person ID: 134183,SS Port Darwin,30/04/1918,"Photograph appears on page 37 of 'The Australasian Traveller', Vol. 13, No. 8, 4 October 1917",Image number: 684723-v013n008-s0037-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464950
1378383,Portrait of Leslie Wylde-Ball,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Field Artillery, in France. Son of Mr. J. Wylde-Ball, (Club member, C.T.A. of Queensland).","Leslie Wylde-Ball, Service Number - 34653",Leslie Wylde-Ball,NAA person ID: 134184,HMAT Suevic A29,21/06/1917,"Photograph appears on page 37 of 'The Australasian Traveller', Vol. 13, No. 8, 4 October 1917",Image number: 684723-v013n008-s0037-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464951
1378387,Portrait of Driver Edmund O'Sullivan,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): A.F.A. Son of Inspector M. O'Sullivan (Club Member, C.T.A. of Queensland).","Edmund O'Sullivan, Service Number - 20858",Edmund O'Sullivan,NAA person ID: 261831,HMAT Argyllshire A8,11/05/1916,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 13, No. 9, 4 October 1917",Image number: 684723-v013n009-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464952
1378391,Portrait of Commander J.A.H Beresford,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): (Club member of the C.T.A. of Qld.),Joseph Arthur Hamilton Beresford,n/a,NAA person ID: 758845,n/a,n/a,"Photograph appears on page 36 of 'The Australasian Traveller', Vol. 13, No. 9, 4 October 1917",Image number: 684723-v013n009-s0036-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464953
1378395,Portrait of Lieutenant W.S. MacTaggart,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Battalion. Now in France. Son of Mr Dan Mactaggart (Club member, C.T.A. of Queensland).","Walter Scipio MacTaggart, Service Number - Lieutenant/6",Walter Scipio Mactaggart,NAA person ID: 48493,HMAT Omrah A5,24/09/1914,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 11, 7 January 1918",Image number: 684723-v013n011-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 7 January 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464954
1378399,Portrait of Lieutenant T.S. Ware,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 20th Depot, Unit of Supply. Son of Mr A.W. Ware, C.M.G. (Club member, C.T.A. of Queensland).","Thomas Sefton Ware, Service Number - Lieutenant/7",Thomas Septum Ware,NAA person ID: 351938,HMAT Omrah A5,24/09/1914,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 11, 7 January 1918",Image number: 684723-v013n011-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 7 January 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464955
1378403,Portrait of Driver C.J. Ware,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 3rd D.A.C. Son of Mr A.W. Ware, C.M.G. (Club member, C.T.A. of Queensland).","Charles James Ware, Service Number - 2318",Charles James Ware,NAA person ID: 349764,HMAT Rangatira A22,25/09/1914,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 13, No. 11, 7 January 1918",Image number: 684723-v013n011-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 7 January 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464956
1378407,Portrait of Trooper Leslie G. Campbell,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 2nd Light Horse. Elder son of Mr Colin Campbell. (Club Committeeman, C.T.A. of Queensland).","Leslie Gordon Campbell, Service Number - 3470/365",Leslie Gordon Campbell,NAA person ID: 19685,HMAT Ulysses A38,19/12/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 14, No. 1, 6 March 1918",Image number: 684723-v014n001-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 March 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464897
