RECORD #(BIBLIO),RECORD URL,XML,NAME,TITLE,DATES/PUBLICATION DETAILS,DESCRIPTION/QUANTITY,SUMMARY,SUBJECT,SERIES/COLLECTION,IMAGE
b20944810,http://www.catalog.slsa.sa.gov.au/record=b2094481,http://www.catalog.slsa.sa.gov.au/xrecord=b2094481,,Keswick Hospital : No. 5 ward,[approximately 1918],Photograph  10 x 8 cm;RESERVE 1 album,"No. 5 ward. Sister Hicks, patients and Sister Hamp.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_82.htm
b20944822,http://www.catalog.slsa.sa.gov.au/record=b2094482,http://www.catalog.slsa.sa.gov.au/xrecord=b2094482,,Keswick Hospital : No. 5 ward,[approximately 1918],Photograph  10 x 8 cm;RESERVE 1 album,No. 5 ward. Sister Love and patients.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_83.htm
b20944834,http://www.catalog.slsa.sa.gov.au/record=b2094483,http://www.catalog.slsa.sa.gov.au/xrecord=b2094483,,Keswick Hospital : No. 5 ward,[approximately 1918],Photograph  10 x 8 cm;RESERVE 1 album,The Keswick Hospital Helpers visiting the wards with fruit etc. for the bed-patients. 'The diggers say : Your merry good day is a tonic alway  And brightens like sunshine the gloomiest day.',"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_84.htm
b20944846,http://www.catalog.slsa.sa.gov.au/record=b2094484,http://www.catalog.slsa.sa.gov.au/xrecord=b2094484,,Keswick Hospital : No. 5 ward,[approximately 1918],Photograph  10 x 8 cm;RESERVE 1 album,Patients and Sister Hamp.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_85.htm
b20944858,http://www.catalog.slsa.sa.gov.au/record=b2094485,http://www.catalog.slsa.sa.gov.au/xrecord=b2094485,,Keswick Hospital : 'A rose between two thorns',[approximately 1918],Photograph  10 x 8 cm;RESERVE 1 album,A rose between two thorns. Sister Giles with Ptes. Broadbent (best bead bag and necklace maker in hospital) and Health.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_86.htm
b2094486x,http://www.catalog.slsa.sa.gov.au/record=b2094486,http://www.catalog.slsa.sa.gov.au/xrecord=b2094486,,Keswick Hospital : Interior of No. 6 ward,[approximately 1918],Photograph  15 x 11 cm;RESERVE 1 album,"Interior of No. 6 ward. 'O woman! in our hour of ease, Uncertain, coy, and hard to please, When pain and anguish wring the brow, A ministering angel thou!'.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_87.htm
b20944871,http://www.catalog.slsa.sa.gov.au/record=b2094487,http://www.catalog.slsa.sa.gov.au/xrecord=b2094487,,Keswick Hospital : Outside No. 7 ward,[approximately 1918],Photograph  10 x 8 cm;RESERVE 1 album,Group of men and Sister Simpson.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_88.htm
b20944883,http://www.catalog.slsa.sa.gov.au/record=b2094488,http://www.catalog.slsa.sa.gov.au/xrecord=b2094488,,Keswick Hospital : Outside No. 7 ward,[approximately 1918],Photograph  10 x 8 cm;RESERVE 1 album,Patients from No. 7 ward.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_89.htm
b20944895,http://www.catalog.slsa.sa.gov.au/record=b2094489,http://www.catalog.slsa.sa.gov.au/xrecord=b2094489,,Keswick Hospital : Basketmaking,[approximately 1918],Photograph  10 x 8 cm,Before the curative workshops were built.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_90.htm
b20944901,http://www.catalog.slsa.sa.gov.au/record=b2094490,http://www.catalog.slsa.sa.gov.au/xrecord=b2094490,,Keswick Hospital : No. 7 ward,[approximately 1918],Photograph  16 x 12 cm;RESERVE 1 album,"This ward is used for the operation cases. Sister Rushton, Ward attendant, Sisters Mead, Wakefield and Kershaw.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_91.htm
b20944913,http://www.catalog.slsa.sa.gov.au/record=b2094491,http://www.catalog.slsa.sa.gov.au/xrecord=b2094491,,Keswick Hospital : No. 9 ward,[approximately 1919],Photograph  16 x 12 cm;RESERVE 1 album,"Sgt Brooker, Pte Pritchard, Sgt Verrier, Ptes Wilkinson, Woodham & Lee, Sisters Shillabeer and Everard. Xmas 1919.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_92.htm
b20944925,http://www.catalog.slsa.sa.gov.au/record=b2094492,http://www.catalog.slsa.sa.gov.au/xrecord=b2094492,,Keswick Hospital : No. 9 ward,[approximately 1919],Photograph  16 x 12 cm;RESERVE 1 album,"The Facial cases. Sister Shillabeer, Sgt. Craig, Capt Hecker, Ptes Perry, Dutton, Miss McKay (ward attendant) Ptes. Stevenson, Winter and Sister Hancock.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_93.htm
b20944937,http://www.catalog.slsa.sa.gov.au/record=b2094493,http://www.catalog.slsa.sa.gov.au/xrecord=b2094493,,Keswick Hospital : OutsideNo. 9 ward,[approximately 1919],Photograph  16 x 12 cm;RESERVE 1 album,"Keswick Hospital Helpers outside No. 9 Ward. Back row : Sister Shillabeer, Miss V. Williams, Ptes. Hamlet, Pilgrim, Wallace, Sgt Patterson. Front row : Pte Stevenson, Miss E Williams, Miss McKay (ward attendant), Paper boys and Mrs Bert Matters. Sitting : Pullen. 'From my soldiers auto book - With pleasure these lines I here inscribe, In thanks to the lady so tender  For the gift of sweet fruit, and kind words that she said, May on earth every blessing, God send her. Signed Pte. Thos Brew 27th Batt.'","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_94.htm
b20944949,http://www.catalog.slsa.sa.gov.au/record=b2094494,http://www.catalog.slsa.sa.gov.au/xrecord=b2094494,,Keswick Hospital : Copy of letter,[approximately 1919],Photograph  23 x 9 cm;RESERVE 1 album,Copy of letter from H.H.E. Russell Lieut. Col. thanking the helpers for their good work. Unknown recipient of letter. dated 11.11.1919.,"Russell, Herbert Henry Ernest, 1875-1951;World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_95.htm
b20944950,http://www.catalog.slsa.sa.gov.au/record=b2094495,http://www.catalog.slsa.sa.gov.au/xrecord=b2094495,,Keswick Hospital : Two characters,[approximately 1919],Photograph  7 x 11 cm;RESERVE 1 album,Two characters. Dornan and Wallace. Patients from No. 9 Ward.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_96.htm
b20944962,http://www.catalog.slsa.sa.gov.au/record=b2094496,http://www.catalog.slsa.sa.gov.au/xrecord=b2094496,,Keswick Hospital : Outside No. 9 ward,[approximately 1919],Photograph  11 x 7 cm;RESERVE 1 album,"Outside No. 9 ward. Todd, Dornan, Maughton (Dad), McLoughlin, Winter. 'Happy though scarred'.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_97.htm
b20944974,http://www.catalog.slsa.sa.gov.au/record=b2094497,http://www.catalog.slsa.sa.gov.au/xrecord=b2094497,,Keswick Hospital : Four of the facial cases No. 9 ward,[approximately 1919],Photograph  12 x 16 cm;RESERVE 1 album,"Four of the facial cases No. 9 ward. Standing : E.J. O'Hanlon, E. Winter  Sitting : C. Pritchard, D. Leathley.","O'Hanlon, E. J.;Winter, E.;Pritchard, C.;Leathley, Desmond Forde, 1894-1964;World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection;Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_98.htm
b20944986,http://www.catalog.slsa.sa.gov.au/record=b2094498,http://www.catalog.slsa.sa.gov.au/xrecord=b2094498,,Keswick Hospital : Pte Storrier No. 9 ward,[approximately 1919],Photograph  12 x 16 cm;RESERVE 1 album,"Patient from No. 9 Ward - Pte Storrier, NewSouth Wales.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_99.htm
b20944998,http://www.catalog.slsa.sa.gov.au/record=b2094499,http://www.catalog.slsa.sa.gov.au/xrecord=b2094499,,Keswick Hospital : Interior of No. 10 ward,[approximately 1919],Photograph  10.5 x 8 cm;RESERVE 1 album,Interior of No. 10 ward.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_100.htm
b20945000,http://www.catalog.slsa.sa.gov.au/record=b2094500,http://www.catalog.slsa.sa.gov.au/xrecord=b2094500,,Keswick Hospital : Outside No. 10 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,"Outside No. 10 ward. Sistes Giles, O'Brien, Matron Hancock, Cpl. Beasley, Sister Herbert. 19.10.16.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_101.htm
b20945012,http://www.catalog.slsa.sa.gov.au/record=b2094501,http://www.catalog.slsa.sa.gov.au/xrecord=b2094501,,Keswick Hospital : Outside No. 11 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,"Outside No. 11 ward. Sister Giles, Herbert, O'Brien, Cpl. Watson  sitting : Cpl. Beasley. 19.10.16.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_102.htm
b20945024,http://www.catalog.slsa.sa.gov.au/record=b2094502,http://www.catalog.slsa.sa.gov.au/xrecord=b2094502,,Keswick Hospital : Outside No. 12 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,Outside No. 12 ward. Sister Provis - patients and ward attendants.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_103.htm
b20945036,http://www.catalog.slsa.sa.gov.au/record=b2094503,http://www.catalog.slsa.sa.gov.au/xrecord=b2094503,,Keswick Hospital : Interior No. 12 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,Orderly and patients.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_104.htm
b20945048,http://www.catalog.slsa.sa.gov.au/record=b2094504,http://www.catalog.slsa.sa.gov.au/xrecord=b2094504,,Keswick Hospital : No. 12 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,Group of patients.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_105.htm
b2094505x,http://www.catalog.slsa.sa.gov.au/record=b2094505,http://www.catalog.slsa.sa.gov.au/xrecord=b2094505,,Keswick Hospital : Outside No. 13 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,Sprague (spinal case) (gone west).,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_106.htm
b20945061,http://www.catalog.slsa.sa.gov.au/record=b2094506,http://www.catalog.slsa.sa.gov.au/xrecord=b2094506,,Keswick Hospital : Outside No. 14 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,Group of patients.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_107.htm
b20945073,http://www.catalog.slsa.sa.gov.au/record=b2094507,http://www.catalog.slsa.sa.gov.au/xrecord=b2094507,,Keswick Hospital : No. 15 ward,[approximately 1916],Photograph  10.5 x 8 cm;RESERVE 1 album,'Diggers Ward' - No. 15 ward. Sister Heritage and patients.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_108.htm
b20945085,http://www.catalog.slsa.sa.gov.au/record=b2094508,http://www.catalog.slsa.sa.gov.au/xrecord=b2094508,,Keswick Hospital : Outside No. 15 ward,[approximately 1920],Photograph  10.5 x 8 cm;RESERVE 1 album,"Outside No. 15 ward (now Sisters Ward). Keswick Hospital Helpers visiting the sick sister. 1920. Miss E. Williams, Sister Walker, Sister Eckers, Matron Davidson, Miss V. Williams.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_109.htm
b20945097,http://www.catalog.slsa.sa.gov.au/record=b2094509,http://www.catalog.slsa.sa.gov.au/xrecord=b2094509,,Keswick Hospital : Outside No. 17 ward,[approximately 1920],Photograph  10.5 x 8 cm;RESERVE 1 album,"Outside No. 17 ward. Some mothers sons who answered the call. Keswick Hospital Helpers, sistes and patients.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_110.htm
b20945103,http://www.catalog.slsa.sa.gov.au/record=b2094510,http://www.catalog.slsa.sa.gov.au/xrecord=b2094510,,Keswick Hospital : A happy trio from No. 17 ward,[approximately 1919],Photograph  10.5 x 8 cm;RESERVE 1 album,"'A happy trio from No. 17 ward'. Pts. Tregenza, Clarke, Winn.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_111.htm
b20945115,http://www.catalog.slsa.sa.gov.au/record=b2094511,http://www.catalog.slsa.sa.gov.au/xrecord=b2094511,,Keswick Hospital : One legged patients,[approximately 1919],Photograph  10.5 x 8 cm;RESERVE 1 album,'One legged patients'.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_112.htm
b20945127,http://www.catalog.slsa.sa.gov.au/record=b2094512,http://www.catalog.slsa.sa.gov.au/xrecord=b2094512,,Keswick Hospital : Outside Keswick Hospital,[approximately 1919],Photograph  10.5 x 8 cm;RESERVE 1 album,70 patients leaving for an outing in trucks.,"World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_113.htm
b20945139,http://www.catalog.slsa.sa.gov.au/record=b2094513,http://www.catalog.slsa.sa.gov.au/xrecord=b2094513,,Keswick Hospital : Two spinal cases,[approximately 1919],Photograph  16 x 11 cm;RESERVE 1 album,"Some of the Keswick Hospital patients now inmates at the Anzac Hostel, Glenelg.","World War, 1914-1918 -- South Australia -- Keswick;Military hospitals -- South Australia -- Keswick;Soldiers -- South Australia -- Keswick;Nurses -- South Australia -- Keswick;Keswick (S.A.)",Album Collection,http://collections.slsa.sa.gov.au/mpcimg/26500/B26285_114.htm
