id,TITLE,PUBL/DATES,DESCRIPT.,HISTORY,SUBJECT,SOURCE,ARTICLE URL
b22947462,[Private Claude Melville],1917,portrait in newspaper;portrait (22 December),"Private, 27th Battalion  from Peterborough  killed in action 3 May 1917, France, aged 25  eldest son of Emily and the late George Melville.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Melville, Claude, 1892-1917;World War, 1914-1918 -- South Australia","Chronicle, 2 June 1917, p. 27, col. c;Chronicle, 22 December 1917, p. 26, col. a",http://nla.gov.au/nla.news-article87603961;http://nla.gov.au/nla.news-article87411139
b22947474,[Gunner C. Coutts],1917,portrait in newspaper,"Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Coutts, Colin Campbell, 1888-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 26, col. a",http://nla.gov.au/nla.news-article87411139
b22947486,[Gunner G. Drennan],1917,reference in newspaper;portrait,"Gunner  killed in action 1917.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Drennan, George Lucas, 1885-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 26, col. b",http://nla.gov.au/nla.news-article87411139
b22947504,[Private George Williams],1917,citation in newspaper;portrait (page 26),"Private, 32nd Battalion  died of wounds 21 November 1917, 24th General Hospital, France  husband of Beatrice (nee Potts).;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Williams, George Albert, 1891-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 26, col. f  p. 27, col. c",http://nla.gov.au/nla.news-article87411139;http://nla.gov.au/nla.news-page8609547
b22947516,[Private R. F. Marriner],1917,portrait in newspaper,"Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Marriner, Rupert Frank, 1894-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 26, col. f",http://nla.gov.au/nla.news-article87411139
b22947528,[Private W. Batty],1917,portrait in newspaper,"Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Batty, William Reginald;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 26, col. g",http://nla.gov.au/nla.news-article87411139
b2294753x,[Private N. Maytum],1917,portrait in newspaper,"Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Maytum, Edward Neil, 1894-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 26, col. b",http://nla.gov.au/nla.news-article87411139
b22947553,[Private Ernest Thompson],1917,reference in newspaper;portrait (29 December),"Private 43rd Battalion  from Ardrossan  died of wounds 18 October 1917, France  second son of the late Mr and Mrs A. A. Thompson.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Thompson, Ernest William, 1891-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 27, col. c;Chronicle, 29 December 1917, p. 37, col. c",http://nla.gov.au/nla.news-page8609547;http://nla.gov.au/nla.news-article87411661
b22947607,[Sapper Arthur Towers],1917,reference in newspaper;portrait (29 December),"Sapper, 7th Field Company Engineers, AIF  from Prospect  died 2 December 1917, Dundee War Hospital  only son of Benjamin and Edith Towers.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Towers, Arthur Benjamin, 1884-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 27, col. c;Chronicle, 29 December 1917, p. 37, col. c",http://nla.gov.au/nla.news-page8609547;http://nla.gov.au/nla.news-article87411661
b22947644,[Private Charles Cryer],1917,reference in newspaper;portrait (29 December),"Private  died of wounds 14 October 1917, aged 19 and 10 months  son of the late Joseph and Adelaide Beatrice Cryer.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Cryer, Charles Joseph, 1897-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 27, col. c;Chronicle, 29 December 1917, p. 26, col. d",http://nla.gov.au/nla.news-page8609547;http://nla.gov.au/nla.news-article87411684
b2294767x,[Bugler Spencer Welfare],1917,reference in newspaper;portrait (29 December),"Bugler, Private, service number 6819  from Semaphore  died of wounds 4 October 1917, France, aged 28  husband of Alice, third son of J. H. and F. Welfare, brother of May, Annie and Bert.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Welfare, Spencer Gifford, 1889-1917;World War, 1914-1918 -- South Australia","Chronicle, 22 December 1917, p. 27, col. c-d;Chronicle, 29 December 1917, p. 26, col. b",http://nla.gov.au/nla.news-page8609547;http://nla.gov.au/nla.news-article87411684
b22947711,[Private W. C. Hill],1917,reference in newspaper;portrait (10 February),"Private  killed in action 19 December 1916 in France, aged 28  youngest son of Mr and Mrs George J. Hill of Paradise, South Australia.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Hill, William Charles, 1887-1916;World War, 1914-1918 -- South Australia","Chronicle, 10 February 1917, p. 44, col. e;Chronicle, 22 December 1917, p. 28, col. a",http://nla.gov.au/nla.news-article87441524;http://nla.gov.au/nla.news-page8609548
